ID,MASS,TYPE,NAME,ENGINE,LAUNCH,LENGTH,ORIGIN,WEIGHT,WARHEAD,DESIGNED,DIAMETER,GUIDANCE,PROPELLANT
1114,,Experimental stealth cruise missile of aircraft,Lockheed Senior Prom,,,,National origin,,,,,,
2,"12,500 kg (27,600 lb)",Single-stage ballistic missile,V-2 rocke,,White Sands V-2 Launching Site,14 m (45 ft 11 in),Nazi Germany,"1,000 kg (2,200 lb); Amatol (explosive : 910 kg)","1,000 kg (2,200 lb); Amatol (explosive : 910 kg)",,1.65 m (5 ft 5 in),,
186,"2,150 kg (4,740 lb)",Cruise missile,V-1 flying bomb,Argu A 109-014 Pulejet,White Sands V-2 Launching Site,8.32 m (27.3 ft),Nazi Germany," 850 kg (1,870 lb)"," 850 kg (1,870 lb)",,,Gyrocompass based autopilot,
467,"3,700 kilograms (8,200 lb)",Surface-to-air missile,Wasserfall,Liquid-propellant rocket motor,White Sands V-2 Launching Site,7.85 metres (25.8 ft),Nazi Germany,,235 kilograms (518 lb),,.864 metres (2 ft 10.0 in),Manual command to line of sight (MCLOS); operator used a radio command link to steer the missile along the optical line of sight from launch point to target,
301,," 63
",Hwasong-7,Liquid,,15.6 m[4],North Korea," 650–1,200 kg (est.)[2][5]"," 650–1,200 kg (est.)[2][5]",,1.25 m[4],Inertial,UDMH/AK27[6]
241,," 63
",Hwasong-13,"Liquid, like the Hwaong-10[1]",MAZ-based vehicle,"16 m PVB 18 m longer (12 to ± 20 m, improvements can be longer (RS-24\RT2PM2 dimensions))",North Korea,,nuclear,,"1.8 m (1.60–1.87 m) (if enlarged, like Hwasong-7 and other missiles)",,Liquid propellant[2][1]
816,"3,415 kg (7,529 lb)"," 63
",KN-23,olid compoite propellant,8×8 wheeled TEL10×10 wheeled TELRailway car,8.7 m (29 ft) (early)   9.8 m (32 ft) (late),North Korea,,"500 kg (1,100 lb), nuclear and conventional[1]",2018,0.9 to 1.1 m (3 ft 7 in),"Inertial navigation system (INS), possible satellite navigation",
821,," 63
",Pukguksong-2,Solid fuel rocket,Tracked TEL,8.85 m,North Korea,,"nuclear, conventional[1]",,~1.4 m,,Solid
822,24.7 tons (est.)," 63
",Hwasong-12,"Liquid-propellant rocket, ingle chamber variant of Paektuan[2][3][4]464.1 kN total",MAZ-based vehicle,,North Korea, 500-650 kg (est.), 500-650 kg (est.),,1.5 m (est),Inertial,"Hypergolic combination of unsymmetrical dimethylhydrazine (UDMH) as fuel, and either Dinitrogen tetroxide (N2O4)"
823,," 63
",Hwasong-8,"Paektuan ingle chamber four vernier engine440.0 kN (main, baed on Hwaong-14)78.4 kN (vernier, baed on Hwaong-14)[5]",Launch of the Hwasong-8,18.5 m (61 ft)[3],North Korea,,'nuclear'[4],,1.8 m (5.9 ft)[3],guided with vehicle[8],UDMH/N2O4 (based on Hwasong-14)
826,33.8 tons," 63
",Hwasong-14,"Two-tage Liquid-fuel rocket[3]453kN, 46–48 tonne-force.[4]",Road-mobile TEL[11],19.5 m (63 ft)[1],North Korea, 500kg[2], 500kg[2],,1.7 m (5.5 ft),,UDMH/N204
827,"≈72,000 kilograms (159,000 lb) [1]"," 63
",Hwasong-15,"1 Paektuan (potentially RD-250) [1]788 kilonewton (177,000 lbf)[1][2]",9 axle Transporter Erector vehicle,≈22.5 metres (74 ft)[1],North Korea," 1,000 kg[2]"," 1,000 kg[2]",,≈2.4 metres (7.9 ft)[1],,N2O4/UDMH
829,55-60 tons (estimated)[3]," 63
",Hwasong-18,three tage olid fuel rocket motor140 t,9-axle Transporter erector launcher,25 m (estimated)[4],North Korea, 1.25 - 1.5 t (estimated)[3], 1.25 - 1.5 t (estimated)[3],,2 m (estimated)[4],,solid fuel
830,," 63
",Pukguksong-3,,"submersible barge, Sinpo-C",9.15 m (30.0 ft) (with warhead),North Korea,,"conventional, possibly nuclear",,,,solid fuel
831,," 63
",Hwasal-2,turbofan (or tj),"TELAR, submarine[2]",6 m (20 ft)[1],North Korea,,"TNW, HE",,0.54-0.60 m[1],,
835,1300 to 1700 kg," 63
",KN-06,olid propellant rocket engine,"TEL, 6x6 KamAZ-55111 truck (Taebaeksan 96)",6.8-7.25 m,North Korea, 120 to 200 Kg, 120 to 200 Kg,,0.45-0.50 m,"Radar, data link","solid , composite"
836,," 63
",Pongae-6,,2-axle four canister trailer TEL,,North Korea,,possibly direct hit weapon[1],,,unknown,solid fuel[1]
844,," 63
",KN-09 (multiple rocket launcher),dieel,,,North Korea,,,2014,,,
811,"2,010 kg (4,430 lb)"," 63
",KN-02 Toksa,Solid-fuel rocket,TEL,6.4 m (21 ft),North KoreaUSSR," 250 or 485 kg (551 or 1,069 lb)"," 250 or 485 kg (551 or 1,069 lb)",,0.65 m (2.1 ft),"Inertial, optical correlation system",solid
56,"385 kg (849 lb) (MK2), 370 kg (820 lb) (MK3)",littoral anti-ship missile,Penguin (missile),Solid propellant utainer,"naval ships, helicopters (MK2), fixed-wing aircraft (MK3)","3.0 m (MK2), 3.2 m (MK3)",Norway,,"120 kg (MK2), 130 kg (MK3)",,28 cm,"pulse-laser, passive IR (MK2), passive IR, radar altimeter (MK3)",
299,400 kg (880 lb) with booster350 kg (770 lb) without booster,Anti-ship or land attack cruise missile,Naval Strike Missile,Microturbo TRI-40 turbojet with olid rocket booter,"Naval ships, land-based vehicles",3.96 m (13 ft) with booster3.48 m (11 ft 5 in) bare missile,Norway, 120 kg (260 lb), 120 kg (260 lb),,,"GPS-aided INS (GAINS), laser altimeter, TERCOM, Imaging Infra-Red (IIR)",
1105,416 kg (917 lb),Air-launched anti-ship or land attack cruise missile,Joint Strike Missile,William International F‐415 mall turbofan,"F-35, F-16, F/A-18E/F, and F-15E",4 m (13 ft 1 in),Norway & United States, 120 kg (260 lb), 120 kg (260 lb),,,"GPS, INS, TERCOM",
139,102 kilograms (225 lb)[2],,Black Arrow,,Launch market competition,,original,,,,2 metres (6 ft 7 in)[2],,Solid
366,350–800 kg [1],,Shavit 2,,LauncherOne,,original,,,,1.35 m,,Hydrazine[2]
415,,,Shahab-4,,LauncherOne,,original,,,,,,
471," to ... (kg)
",,Comparison of orbital launch systems,,Launches by spaceport,,original,,,,,,
483,,,Expendable launch system,,Launch pad,,original,,,,,,
1044,227 kg (500 lb)," of passengers/cargoGemini (crewed)Clementine
",LGM-25C Titan II,,Cape Canaveral Air Force Station Launch Complex 19 / Launch Complex 14,31.394 m (103.00 ft),original,Stage II  (full),W-53 9 Mt thermonuclear warhead,,3.05 m (10.0 ft),Gemini Guidance Computer,N2O4 / Aerozine 50
824,33.4 tons," 63
",Taepodong-1,liquid-fueled,LauncherOne,25.8 m,original,,,,1.8 m,inertial,
578,"","L95 (LZ104)  W Zeppelin",Flight endurance record,,,,"originally destined for the Makonde Plateau, mission aborted at 16° 30′ N, 30° 0′ E, near Khartoum, Sudan after areas fit for landing were captured by British forces",,,,,,
105,16.5 kg [5],Man-portable air-defence system (MANPADS),Anza (missile),Rocket motor,"Human, vehicle."," (missile and booster)
",Pakistan,Missile,,,7.2 cm,Guidance,Solid propellant
861,,MIRV surface-to-surface missile ballistic missile,Ababeel (missile),olid-fuel[1],TEL,,Pakistan,,3-8 MIRVs3 RVs of 500kg each (standard)5 RVs of 300kg each8 RVs of 185kg each,,1.7m (top)1.4m (body),,
870,45 kg,Laser-guided air-to-surface missile/Anti-tank guided missile,Barq,Single-tage rocket motor,"UCAV, manned Observation/Attack aircraft/ Attack helicopter",,Pakistan,,HE,,,,
872,,Precision-guided glide bomb,H-2 SOW,,Combat aircraft,,Pakistan,,High explosives,,,Electro-optical (TV or infra-red imaging),
873,,Precision-guided glide bomb,H-4 SOW,Solid propellant booter (rocketry),,,Pakistan,,High explosives,,,Electro-optical (infrared homing),
163,"82,000 kg",ICBM,DF-4,Liquid fueled,,28.05 m,People's Republic of China,,"One,[1] or three (DF-4A)[3][4]",,2.25 m,Astro-inertial guidance,
164,"312.5 tonnes (312,500 kg)",ICBM,DF-5,Two-tage Liquid-propellant rocket (UDMH/NTO)[5],Silo,38.5 m (126 ft 4 in),People's Republic of China,,One (DF-5 & DF-5A)MIRV (12 warheads) (DF-5B)[2][3]MIRV (DF-5C)[4],,4.08 m (13 ft 5 in),Inertial + on-board computers [6],
169,"54 t (54,000 kg; 60 short tons)",Intercontinental ballistic missile,DF-31,Solid-fuel rocket,"Silo, 8 axle TEL",21.6 m (70 ft 10 in),People's Republic of China,,1 x 1 Mt or 5 x 90-400 kt[1],,2.37 m (7 ft 9 in),Astro-inertial guidance with BeiDou Navigation Satellite System,
216,84.5 kg (186 lb),Surface-to-air missile,HQ-7,olid fuel rocket,,3 m (9.8 ft),People's Republic of China,,,,0.156 m (6.1 in),,
220,,air-to-air missile,PL-11 (missile),Solid fuel rocket,aerial,3.7 m (12 ft 2 in)[1],People's Republic of China,,High explosive blast-fragmentation,,,Semi-active radar homing[1],
234,"42,000 kilograms (93,000 lb)[2]",Launchplatform 094 submarine[7],JL-2,,Type 094 submarine[7],13 metres (43 ft)[2],People's Republic of China,,single[3] or 1-3 MIRV[4] or 3-8 MIRV nuclear warhead[2],,,Astro-inertial[5] with Beidou[2],Solid-fuel rocket[3]
148,," 052C destroyer
",YJ-62,,,,People's Republic of China,,210 kg (YJ-62)300 kg (C-602)480 kg (CM-602G),,,Inertial/active terminal guidance,
149,117 kg.[1],anti-ship missile,YJ-7,Rocket engine[2],"Ground, ship, air",,People's Republic of China,,30.5 kg semi armour-piercing high explosive[1],,,Active radar or electro-optical,
311,123kg (PL-9)115kg (PL-9C),Short-range air-to-air missile,PL-9,,"Aircraft, helicopter gunships, ground-launched",2.9m (PL-9/C),People's Republic of China,,"11.8kg blast-frag, or expanding rod (RF-fuse)",,0.157m (PL-9C),multi-element infrared,
312,105kg,Short-range air-to-air missile,PL-10,,Aircraft,3.0m[1],People's Republic of China,,"Blast-frag, or expanding rod (RF-fuse)",,,Multi-element imaging infrared,
404,180 kilograms (400 lb)[2],"Medium-range, active radar homing air-to-air BVR missile",PL-12,,,,People's Republic of China,,,,,Active radar[6],
614,,Anti-ship cruise missile,YJ-82,,Submarine,,People's Republic of China,,165 kg high-explosive fragmenting warhead,,,Inertial navigation/active radar homing terminal guidance,
619,,"Non-line-of-sight anti-tank, anti-helicopter, air-to-surface and surface-to-surface missile",HJ-10,,,,People's Republic of China,,HEAT and others,,,fiber-optic wire-guided missile (AFT-10)Infrared homing,
623,≈10 kg,anti-tank guided missile,J-201,rocket motor,ground based,≈1 meter,People's Republic of China,,,,≈100 mm,MCLOS,solid
638,,Surface-to-air missile,HQ-16,rocket motor,,,People's Republic of China,,,,,,solid fuel
649,250 kg,Beyond-visual-range air-to-air missile,PL-21,,,,People's Republic of China,,,,250–300 millimetres (9.8–11.8 in) (estimated)[1],Active radar with AESA[1],
651,200–230 kg (PL-15)[3]≤210 kg (PL-15E),Beyond-visual-range air-to-air missile,PL-15,Dual puled olid-propellant rocket[2],"J-20, J-10C, J-15, J-16, J-11B, JF-17 Block-3",399.6 cm (PL-15E),People's Republic of China,,,,20.3 cm (PL-15E),Active radar homing,
716,"602 kg (1,327 lb)"," 98
",Type 63 multiple rocket launcher,,,2.90 m (9 ft 6 in),People's Republic of China,,,1961,,,
593,,Launchplatform 094 submarine,JL-3,,Type 094 submarine,,People's Republic of China,,3 nuclear warheads,,,Astro-inertial with Beidou,Solid-fuel rocket
601,,Anti-ship cruise missile  Land attack cruise missile  Submarine-launched cruise missile[1],YJ-18,,,,People's Republic of China,,140–300 kg (310–660 lb) warhead[2],,,BeiDou Navigation Satellite Systemonboard radar seeker[3],
608,"2,200 kg launch weight[1]",Anti-ship/land-attack cruise missile,HD-1,integrated ramjet with olid rocket booter,"Aircraft, ships [7]",8.3 m (27 ft)[2],People's Republic of China,"Mass2,200 kg launch [1]",240–400 kg (530–880 lb) Unitary or cluster,,0.375 m (1.23 ft) missile body[3],Inertial navigation system (INS)/Satellite guidanceTerminal radar/infrared guidance,
610,,Anti-radiation or anti-ship cruise missile,YJ-91,,Air launched[1],,People's Republic of China,,87–90 kg HE blast/fragmentation[1],,,Passive/anti-radiation[2],
864,235 kg (518 lb)[1]," 65
",Yu-7 torpedo,,Surface ships,2.7 m (8.9 ft)[1],People's Republic of China, 45 kg (99 lb) shaped charge[1], 45 kg (99 lb) shaped charge[1],1980s[1],324 mm (12.8 in),active / passive acoustic homing,Otto fuel II[1]
210,"16.5 kilograms (36 lb), and for missile only 10.5 kilograms (23 lb)",Man-portable air-defense system,Grom (missile),olid fuel rocket,MANPADS,,Poland, 1.27 kilograms (2.8 lb), 1.27 kilograms (2.8 lb),,72 millimetres (2.8 in),infrared,
110,"520 kg (1,146 lb)",short-to-medium range air-to-ground missile,AS-30,"Two-tage olid propellant rocket motor, compoite booter, double-baed utainer","Mirage 2000D, Mirage 2000-5, F-16, Jaguar, Mirage F1, upgraded Super Etendard, Rafale",3.84 m (12 ft 7.57 in) for AS-30 3.65m (11 ft 11.7 in) for AS-30L,Radio MCLOS (original AS-30),,240 kg (529 lb) impact-fuzed SAPHE (Semi-Armor-Piercing High-Explosive),,340mm (13 in),semi-active laser homing (AS-30L),
152,7 tonnes,Self-propelled anti-aircraft weapon,CA-95,gaoline140 hp (104 kW),,"5,75 m",Romania,Power/20 hp/tonne,,,,,
15,"510 kilograms (1,120 lb)","Long range, hypersonic air-to-air BVR missile",R-37 (missile),,,4.06 metres (13 ft 4 in),Russia, 60 kg (135 lb), 60 kg (135 lb),1980s,38 centimetres (15 in),"Inertial with mid-course update, semi-active and active radar homing",Boost-Sustain Solid Rocket
364,"49,600 kg[2]",Intercontinental Ballistic Missile,RS-24 Yars,,"Silo, road-mobile TEL MZKT-79221[6]","22,500 mm",Russia,,"At least 3-6 MIRVs with 300—500 kiloton warheads,or 6-10 150 kiloton warheads[3]",,"2,000 mm",Inertial with Glonass[6],
372,"47,200 kg (104,000 lb)",Intercontinental ballistic missile,RT-2PM2 Topol-M,,"Silo, road-mobile TEL",22.7 m (74 ft),Russia,,1 x 1.0 Mt [1],,1.93 m (6 ft 4 in),Inertial with GLONASS[3],
392,,Mobile long-range surface-to-air/anti-ballistic missile system,S-400 missile system,YaMZ-8424.10 dieel V12400 hp (300 kW),,,Russia,,,,,Guidance,
442,"Varies on variant, from 1,300 kg-1,780 kg-2,300 kg",Cruise missileAnti-ship missile Anti-submarine missileSubmarine-launched cruise missileAir-launched cruise missile Land-attack missileSurface-to-surface missile,Kalibr (missile family),"Multi-tage olid-fuel rocket, turbojet engine for 3M-54/E/TE/E1/TE1, -14/E/TE, olid fuel rocket for 91RE1/RTE2","naval ships, submarines, containers, airplanes, TEL","Varies on variant, from 6.2 m to 8.9 m",Russia,,400–500 kg HE or thermonuclear[2][3][4],,0.533 m,"Inertial guidance plus terminal active radar homing, by satellites[citation needed], DSMAC",
680,27 kg (29 kg with launch tube) / 63.7 kg (weight with tripod/firing unit)[2],Anti-tank missile,9M133 Korne,,160 mm Launcher body / 152 mm Missile Calibre / 460 mm wingspan,,Russia, 4.6 kg (10 lb) HEAT[4],Thermobaric,1988–1998,,laser beam riding,Solid-fuel rocket
694,"525 kg (1,157 lb) (another 25 kg for accessory for aircraft deployment)",Lightweight torpedo,APR-3E torpedo,Rocket-powered turbo-waterjet,,3.685 m (12.09 ft),Russia, 74 kg (163 lb), 74 kg (163 lb),,350 mm (14 in),Acoustic homing,Solid fuel
470,,Anti-ship missileHypersonic cruise missileSubmarine-launched cruise missileLand-attack missile,3M22 Zircon,Scramjet,"Submarine, Surface ship,Land-based (in development)[13]",9 m (30 ft),Russia, 300–400 kg (660–880 lb)[4][5], 300–400 kg (660–880 lb)[4][5],,60 cm (24 in),,"Liquid - ""Decilin-M"" (Russian: Децилин-М)[6]"
892,"6,380 kg (6.4 ton)"," numbers(1947–1955)
",Kh-80,"liquid RD-0242, KR-23 KR-93 olid booter or ramjet ПВРД НПВО Пламя ОКБ-670 М.Бондарюк","Fixed-wing jet fighter , coastal TEL vehicle, ship, submarine",12.8 m 3M25A (12.5 m 3M25),Russia," ± ~ 1,000 kg (1 ton)"," ± ~ 1,000 kg (1 ton)",,0.9 m,"INS, TERCOM, Active radar homing with mid-course datalink","solid booster, liquid"
893,15 metric tons[1],Supersonic Air-launched Hypersonic weapon,Kh-90,booter + Ramjet  Raduga TMKB Soyuz (or Scramjet ?) TAGI,"Aircraft, can be loaded on ship ground TEL, maybe submarine",11 m [2][3],Russia," 200 kg to < 1.6 ton HE , 200 kg < 1.82 ton TNW"," 200 kg to < 1.6 ton HE , 200 kg < 1.82 ton TNW",,0.8 - 0.9m,"inertial, TERCOM , GLONASS , Radar , IR IIR , TV camera , Opto-Electronic , CCD","solid propellant booster, liquid ramjet (or scramjet), kerosene"
894,"520 kg (1,150 lb)",ASM,Kh-38,,"Kh-38: Su-34, Su-57, Ka-52KKh-36: Su-57, MiG-35",4.2 m (13 ft 9 in)[3],Russia, up to 250 kg (551 lb)[3], up to 250 kg (551 lb)[3],2007 (Kh-38ME) - 2015 (Kh-36),0.31 m (12.2 in)[3],"Laser, active radar, IR, satellite, depending on variant",
897,"110 kg (missile + container, 170 mm booster stage)[2]  130 kg (missile + container, 210 mm booster stage)[2]",Air-to-surfaceSurface-to-surfaceLand-attackAnti-tank guided missileSurface-to-air,Hermes (missile),Solid-fuel rocket,"Rotary and fixed-wing platforms, ships, and ground vehicles",3500 mm (container)[2],Russia,,,,"booster stage, 170/210 mm;[2]  sustainer stage, 130 mm[2]","target area: radio-command guidance, terminal path: semi-active laser guidance",
899,105 kg (231 lb),,LMUR,Solid rocket motor,Mil Mi-8MNP-2Mil Mi-28NMKamov Ka-52M,1.945 m (6.38 ft)[1],Russia,,,2011,200 mm (7.9 in)[1],,
901,"4,300 kg (9,500 lb)",Air-launched ballistic missile,Kh-47M2 Kinzhal,Solid-propellant rocket motor,MiG-31BM/KTu-22M3MSu-34 (reportedly)Su‐57 (planned),7.2 m (23 ft 7 in) (estimated),Russia,,Low yield nuclear warheadbetween 5 and 50 ktorConventional HE,,"1,200 mm (47 in) (estimated)","INS, mid-course update",
904,"Missile in launch tube: 13.8 kg   Launcher: 10.2 kg (Metis-M),[4] 9.5 kg (Metis-M1)[5]  Thermal sight: 6.5 kg(Metis-M1)[5]",Anti-tank guided missile,9K115-2 Metis-M,Solid-fuel rocket,"MassMissile in launch tube: 13.8 kg   Launcher: 10.2 kg (Metis-M),[4] 9.5 kg (Metis-M1)[5]  Thermal sight: 6.5 kg(Metis-M1)[5]",980 mm,Russia,,"HEAT tandem warhead, Armor penetration behind ERA:800 mm (Metis-M)[6]900-980 mm (Metis-M1)[5][6][7]thermobaric anti-personnel/anti-material warhead is also available",,130 mm,SACLOS wire-guided missile,
905,46 kg (101 lb) (54 kg (119 lb) with launch tube),Anti-tank guided missile,9M123 Khrizantema,,"9P157-2 tank destroyer (based on BMP-3 chassis), Mil Mi-28","2,057 mm (6.749 ft)",Russia, 8 kg (18 lb) (9M123)6 kg (13 lb) (9M123F), 8 kg (18 lb) (9M123)6 kg (13 lb) (9M123F),1996; 28 years ago (1996),150 mm (5.9 in),"ACLOS radar beam riding, SACLOS laser beam riding",Solid-fuel rocket
907,94 kg (207 lb) w/ sealed container  76 kg (168 lb) launch weight[citation needed],": Detection, automatic acquisition and tracking of air and ground targets",Pantsir missile system,,,"3,160 mm (10.37 ft)",Russia, 20 kg (44 lb) containing 5 kg (11 lb) of explosive, 20 kg (44 lb) containing 5 kg (11 lb) of explosive,1994,90 mm (3.5 in) booster  76 mm (3.0 in) sustainer[citation needed],radio/optical command guidance,Solid-fuel rocket
908,,Surface-to-air missile,S-300VM missile system,,,,Russia,,,2000s,,,
909,17.25 kg (38.0 lb),Man-portable air-defense systems (MANPADS),9K333 Verba,Solid fuel rocket motor,,,Russia,,1.5 kg (3.3 lb),,72 mm,"Three-channel optical seeker (ultraviolet, near-infrared, mid-infrared)",
910,,Surface-to-air missile,42S6 Morfey,olid propellant rocket,,,Russia,,HE,2007,,,Solid-fuel rocket
911,,medium-range SAM system,S-350 missile system,,,,Russia,," 
",,,,
920,"3,800 kg (8,400 lb)[4]"," numbers(1947–1955)
",9K720 Iskander,,Mobile TEL,7.3 m (24 ft),Russia,,"480–700 kg (1,060–1,540 lb) thermonuclear weapon, high-explosive fragmentation, submunition, penetration, fuel–air explosive, EMP[5][6]",From 1988,0.92 m (3 ft 0 in),"Inertial guidance, optical DSMAC (Iskander-M), TERCOM (Iskander-K), use of GPS / GLONASS in addition to the inertial guidance system[10]  Inertial, use of GPS / GLONASS and optical DSMAC terminal homing",
921,208.1 tonnes[1],Superheavy Intercontinental ballistic missile,RS-28 Sarma,,Silo,35.5 m[2],Russia,,"Thermonuclear, 10 MIRV, 16 combined with  HGV, or 24 HGVs",,3 m[2],"Inertial guidance, GLONASS, Astro-inertial",Liquid
922,"36,000 kilograms (80,000 lb)",Intercontinental ballistic missile,RS-26 Rubezh,,Road-mobile TEL,,Russia,,4x   each 150/300 Kt MIRV,,,Inertial with GLONASS,"solid, third or fourth stage (warhead block) can be liquid"
923,45–50 ton per missile,Intercontinental ballistic missile,BZhRK Barguzin,,Railway train TEL,20–30 m,Russia,,"≤ 10 to 16, var. TNW (MIRV MaRV HGV other, 6x ≤ 15x yield ≤ 960 kt to 100 kt, 1 - 4 to 8 yield 200 kt to ≤ 1 - 3 Mt each or single RV ≤ 5 - 16 Mt)",,,"Inertial with GLONASS, astrocelestial","Solid, third or fourth stage – warhead block can be liquid like other ICBM SLBM active or project test other"
924,"~2 tonnes (4,400 lb)[3]",Hypersonic glide vehicle,Avangard (hypersonic glide vehicle),,"ICBM Topol M, YARS, R-36 M2, RS-28 and Bulava",5.4 m[4],Russia,,,,,,
925,,Nuclear-powered cruise missile,9M730 Burevestnik,,,,Russia,,Thermonuclear,,,,
931,40.3 tonnes,SLBM,R-29RMU Sineva,,,14.8 m,Russia,,4 MIRV with a yield of 500 kiloton each or 10 MIRV with 100 kiloton yield[1][2],,1.9 m,"Astroinertial, GLONASS",
932,40 tons,SLBM,R-29RMU2 Layner,,,15 m,Russia,,4 × 500kt or 12 × 100kt multiple thermonuclear warheads[1],,1.9 m,Astroinertial with GLONASS,
935,36.8 t (36.2 long tons; 40.6 short tons),SLBM,RSM-56 Bulava,,"Launch weight, tonnes"," of assembled missile without front section, m
",Russia,"Throw , kg",,,2 m (6 ft 7 in) (missile)2.1 m (6 ft 11 in) (launch container),"Inertial guidance, possibly with Astro-inertial guidance and/or GLONASS update",Solid propellant and liquid fuel
937,"2,600 kg (5,730 lb.) ship, submarine and coastal variants; 1,600 kg. (3,527 lb.) air-launched variant[2]",Cruise missileAir-launched cruise missileAnti-ship missileSubmarine-launched cruise missile Land-attack missileSurface-to-surface missile,3M-51 Alfa,,Standard transport launching container (TLC) for all non-air launched variants[1],8.0 m[2],Russia,,300 kg (661 lb)[2],1993-[1],,Active Radar[2],"Liquid, solid"
938,Up to 100 metric tons,"Nuclear-powered, nuclear-armed UUV",Status-6 Oceanic Multipurpose System,Liquid metal reactorAt leat 15 MW,Submarine,Up to 20 m (65.6 ft),Russia,,,2015,Up to 2 m,"GLONASS satellite guidance, also AI guidance",
939,,Mobile anti-ship and surface to surface missile system,K-300P Bastion-P,,,,Russia,,,,,,
990,31 kg (with launch tube),Anti-tank missile,9M133M Kornet-M,,"Kornet-D, T-15 Armata, Raptor-class patrol boat","1,210 mm",Russia, Thermobaric: 7–10 kg equivalent of TNT[1], Thermobaric: 7–10 kg equivalent of TNT[1],2011,,,
991,,Anti-tank missile carrier,Kornet-D,GAZ-562 or Cummin В180 or Cummin В215197–215 hp,,4.61 meters,Russia,,,,,,
881,"748 kg (1,650 lb) (KS–172)[1]",Long range air-to-air missile,Novator KS-172,,"Su-27, Su-30, Su-35,[3] Su-30MKI,[1] (purposed)",6.01 m (19.7 ft) + 1.4 m (4.6 ft) (KS–172)[1],Russia/India, 50 kg (110 lb), 50 kg (110 lb),,40 cm (16 in) (KS–172)[1],Mid-course: Inertial navigation with mid-course guidanceTerminal: Active radar homing (KS–172)[1],Solid fuel
912,,Surface to air missile,9M337 Sosna-R,,Sosna vehiclePtitselov vehiclePalma CIWSPalash CIWS,,Russian Federation,,1× Fragmented-rod warhead1× AP-Frag warhead,2017,,Laser guidanceRadio guidance,
914,,Ship-based CIWS/Missile launcher,Pantsir-M,,Ship,,Russian Federation,,,,,,
1109,"1,300 pounds (590 kg)",Target drone,MA-31,"Solid fuel rocket in initial tage, ramjet for ret of trajectory",QF-4 Phantom II,15 ft (4.7 m),RussiaUnited States,,,,14.2 inches (360 mm),,
293,49.8 kg (110 lb)[2],Air-to-surface,Mokopa,Solid-fuel rocket,"Fixed wing aircraft, helicopter, ground vehicles, boats, ships",1.995 m (6.55 ft),South Africa,,Tandem-charge high-explosive anti-tank (HEAT) able to penetrate > 1550 mm RHA;Blast Fragmentation,,17.8 cm (7.0 in),Semi-active laser homingmillimetre wave radar seeker,
228,28.5 kilograms (63 lb),Anti-tank guided missile,ZT3 Ingwe,,,"1,750 millimetres (69 in)",South Africa,,"Tandem-charge HEAT warhead, multi-purpose penetrator (MPP) warhead",1980s,127 millimetres (5.0 in),Laser beam riding,
460,130 kg (290 lb)[1],Short to medium range surface-to-air missile,Umkhonto (missile),,"Naval Vertical launch system, Ground-based Launcher System",3.32 m (10.9 ft)[1],South Africa,,23 kg (51 lb)[1],,180 mm (7.1 in)[1],"All-aspect infra-red, command update fire and forget",
28,89 kilograms (196 lb),Air-to-air missile,A-Darter,Solid fuel rocket,Combat aircraft,2.98 metres (117 in),South Africa & Brazil,,,,0.166 metres (6.5 in),dual-colour Infra-red homing,
226,,,Hyunmoo,Booter:,mobile launchers,,South Korea,," conventional
",,,command guidance,solid fuel
820,," 63
",Hwasong-10,Liquid-propellant rocket  (ame or derived from R-27 R-29),MAZ-based vehicle,12m,"South Korea, US and Japan eventually confirmed that the missile reached an apogee of about 1,000 km and landed in Sea of Japan (East Sea of Korea) at about 400 km away from the launch site. South Korea originally skeptical of the test as success because the missile did not reach a minimum of 500 km to be considered as an IRBM."," 650–1,250 kg (est.)[2][3]"," 650–1,250 kg (est.)[2][3]",,1.5m,Inertial guidance,"Hypergolic combination of unsymmetrical dimethylhydrazine (UDMH) as fuel, and nitrogen tetroxide (NTO) as oxidizer[4]"
3,82.7 kg (182 lb),Short-range air-to-air missile,K-5 (missile),Rocket,"MiG-17, MiG-19, MiG-21, Su-9",2.49 m (8 ft 2 in),Soviet Union, 13 kg (29 lb), 13 kg (29 lb),,200 mm (7.9 in),beam riding,
4,90 kg (200 lb) (R-13M),Short-range infrared homing air-to-air missile,K-13 (missile),,,2.830 m (9 ft 3.4 in) (R-13M)3.48 m (11 ft 5 in) (R-3R),Soviet Union,,7.4 kg (16 lb),,127 mm (5.0 in),infrared homing,
5,292 kg (644 lb),Medium-range air-to-air missile,K-8 (missile),,"Su-11, Su-15, Yak-28P",4.3 m (14 ft),Soviet Union, 40 kg (88 lb), 40 kg (88 lb),,280 mm (11 in),Semi-active radar homing (R-98MR)Infrared homing (R-98MT),
6,245 kg (540 lb),short-range air-to-air missile,K-9 (missile),two-tage olid-fuel rocket engine,Mikoyan-Gurevich Ye-152A,4.5 m (14 ft 9 in),Soviet Union,,27 kg (60 lb),,250 mm (9.8 in),SARH,
7,"492.5 kg (1,086 lb)",Heavy air-to-air missile,R-4 (missile),,Tu-128,5.44 m (17 ft 10 in),Soviet Union, 53 kg (117 lb), 53 kg (117 lb),,310 mm (12 in),Semi-active radar homing (R-4R)Infrared homing (R-4T),
